NrId,DistrictId,Property_Name,Other_Name,CountyId,AtlasIndex,Keywords,Longitude,Latitude,County,Address,City,Date_Listed,Reference_Number,Multiple_Property_Name,Date_To_SBR,Vicinity,Status,StatusL,Date_Removed,Notes,Date_To_Nps,Date_Notified,Local_Sig,State_Sig,National_Sig,Atlas_Number,Significance,Criteria,Style,Period,Resource_type,ResourceL,Architect,District,MpsId,NpsId,HasFiles,HasImages,HasMapLocation
1566,13,"Fort Street Presbyterian Church ",,105,2000000000001566,,,,Hays,516 W. Hopkins St.,San Marcos,03/23/1984 00:00:00,84001860,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2084001860,Architecture,C (design/architecture),Late Gothic Revival,1900-1924,B,"Building  ","Bales,Samuel Blue; Cape,John",Historic Resources of San Marcos,13,64000853,True,False,True
1567,,"Freeman, Harry, Site",,105,2000000000001567,,,,Hays,Address Restricted,San Marcos,11/07/1978 00:00:00,78002953,,,False,1,Listed,,,,,True,False,False,2078002953,Archeology - Historic-Aboriginal,D (information potential/archeology,None Listed,,S,"Site      ",,,,,True,True,False
1568,13,"Goforth-Harris House ",,105,2000000000001568,,,,Hays,401 Comanche St.,San Marcos,08/26/1983 00:00:00,83004497,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083004497,"Education, Architecture","C (design/architecture), B (significant persons)",Late Victorian,1900-1924,B,"Building  ",,Historic Resources of San Marcos,13,64000853,True,False,True
1569,13,"Green and Faris Buildings ",,105,2000000000001569,,,,Hays,136-144 E. San Antonio St.,San Marcos,08/26/1983 00:00:00,83004498,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083004498,"Commerce, Architecture","A (historic events), C (design/architecture)",None Listed,1875-1899,B,"Building  ",,Historic Resources of San Marcos,13,64000853,True,False,True
1570,13,"Hardy-Williams Building ",,105,2000000000001570,,,,Hays,127 E. Hopkins St.,San Marcos,08/26/1983 00:00:00,83004499,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083004499,"Commerce, Architecture","A (historic events), C (design/architecture)",None Listed,1875-1899,B,"Building  ",,Historic Resources of San Marcos,13,64000853,True,True,True
1571,,Hays County Courthouse,,105,2000000000001571,,,,Hays,Public Sq.,San Marcos,05/23/1980 00:00:00,80004134,,,False,1,Listed,,,03/14/1980 00:00:00,,False,True,False,2080004134,"Politics/Government, Architecture","A (historic events), C (design/architecture)",Classical Revival,1900-1924,B,"Building  ",C.H. Page & Brothers,,,,True,False,True
1572,13,"Hays County Courthouse Historic District ",,105,2000000000001572,,,,Hays,"Roughly bounded by the alleys behind N. Guadalupe, E. Hopkins, N. LBJ and E. San Antonio Sts.",San Marcos,09/10/1992 00:00:00,92001233,Historic Resources of San Marcos,,False,1,Listed,,,08/07/1992 00:00:00,,True,False,False,2092001233,Architecture,C (design/architecture),"Classical Revival, Prairie School, Late Victorian","1900-1924, 1875-1899, 1925-1949",D,"District  ","Page,C.H.,Jr.; Thomas,Roy",Historic Resources of San Marcos,13,64000853,True,True,False
1573,13,"Hays County Jail ",,105,2000000000001573,,,,Hays,170 Fredericksburg St.,San Marcos,08/26/1983 00:00:00,83004500,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083004500,"Law, Architecture","A (historic events), C (design/architecture)",Italianate,1875-1899,B,"Building  ","Northcraft,Edward; Donalson,B.F.",Historic Resources of San Marcos,13,64000853,True,False,True
1574,13,"Heard House ",,105,2000000000001574,,,,Hays,620 W. San Antonio St.,San Marcos,08/26/1983 00:00:00,83004501,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083004501,Architecture,C (design/architecture),Late Victorian,1875-1899,B,"Building  ",,Historic Resources of San Marcos,13,64000853,True,False,True
1575,13,"Hofheinz, Augusta, House ",,105,2000000000001575,,,,Hays,1104 W. Hopkins St.,San Marcos,08/26/1983 00:00:00,83004502,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083004502,Architecture,C (design/architecture),"Colonial Revival, Beaux Arts",1900-1924,B,"Building  ","Mead & Eastwood; Leffingwell,Horace, & Sons",Historic Resources of San Marcos,13,64000853,True,False,True
1576,13,"Hofheinz, Walter, House ",,105,2000000000001576,,,,Hays,819 W. Hopkins St.,San Marcos,12/01/1983 00:00:00,83003794,Historic Resources of San Marcos,,False,1,Listed,,,10/05/1983 00:00:00,,True,False,False,2083003794,Architecture,C (design/architecture),Other,1900-1924,B,"Building  ",Mead & Eastwood,Historic Resources of San Marcos,13,64000853,True,False,True
1577,13,"Hutchison House ",,105,2000000000001577,,,,Hays,LBJ Dr. and University St.,San Marcos,08/26/1983 00:00:00,83004503,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083004503,Architecture,C (design/architecture),Late Victorian,1875-1899,B,"Building  ","Sinz,Charles S.",Historic Resources of San Marcos,13,64000853,True,False,True
1578,13,"Johnson House ",,105,2000000000001578,,,,Hays,1030 Belvin St.,San Marcos,08/26/1983 00:00:00,83004504,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083004504,Architecture,C (design/architecture),"Renaissance, Other",1900-1924,B,"Building  ","Ayres,Atlee B.",Historic Resources of San Marcos,13,64000853,True,False,True
1579,13,"Kone-Cliett House ",,105,2000000000001579,,,,Hays,724 Burleson St.,San Marcos,12/01/1983 00:00:00,83003795,Historic Resources of San Marcos,,False,1,Listed,,,10/05/1983 00:00:00,,True,False,False,2083003795,"Law, Architecture","C (design/architecture), B (significant persons)",Late Victorian,"1900-1924, 1875-1899",B,"Building  ",Unknown,Historic Resources of San Marcos,13,64000853,True,False,True
1580,,"Kyle, Claiborne, Log House",,105,2000000000001580,,,,Hays,SW of Kyle,Kyle,05/28/1981 00:00:00,81000630,,,False,1,Listed,,,04/23/1981 00:00:00,,False,True,False,2081000630,"Archeology - Historic-Aboriginal, Exploration/Settlement, Politics/Government, Architecture","A (historic events), C (design/architecture), B (significant persons), D (information potential/archeology",None Listed,1850-1874,B,"Building  ",Unknown,,,,True,True,True
1581,13,"Main Building, Southwest Texas Normal School ",,105,2000000000001581,,,,Hays,"Old Main St., Southwest Texas State University campus",San Marcos,08/26/1983 00:00:00,83004505,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083004505,"Education, Architecture","A (historic events), C (design/architecture)",Gothic,1900-1924,B,"Building  ","Northcraft,Edward; Fisher,Francis, & Lambie,R.C.",Historic Resources of San Marcos,13,64000853,True,True,True
1582,13,"McKie-Bass Building ",,105,2000000000001582,,,,Hays,111 N. Guadalupe St.,San Marcos,12/01/1983 00:00:00,83003797,Historic Resources of San Marcos,,False,1,Listed,,,10/05/1983 00:00:00,,True,False,False,2083003797,Architecture,C (design/architecture),,1875-1899,B,"Building  ",Unknown,Historic Resources of San Marcos,13,64000853,True,False,True
1583,13,"Moore Grocery Company ",,105,2000000000001583,,,,Hays,101 S. Edward Gary St.,San Marcos,08/26/1983 00:00:00,83004506,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083004506,Commerce,A (historic events),None Listed,1900-1924,B,"Building  ",Unknown,Historic Resources of San Marcos,13,64000853,True,False,True
1584,,"Norman, Ruskin C., Site",41HY86,105,2000000000001584,,,,Hays,Address Restricted,San Marcos,11/21/1978 00:00:00,78002954,,,False,1,Listed,,,,,True,False,False,2078002954,Archeology - Prehistoric,D (information potential/archeology,,,S,"Site      ",,,,,True,True,False
1585,,"Pound, Dr. Joseph M. and Sarah, Farmstead",,105,2000000000001585,,,,Hays,Ranch Rd. 12 N.,Dripping Springs,07/28/1995 00:00:00,95000929,,,False,1,Listed,,,06/27/1995 00:00:00,,True,False,False,2095000929,"Agriculture, Exploration/Settlement, Archeology - Historic Non-Aboriginal","A (historic events), B (significant persons), D (information potential/archeology",None Listed,"1850-1874, 1875-1899, 1900-1924",B,"Building  ",Unknown,,,,True,True,False
1586,13,"Ragsdale-Jackman-Yarbough House ",,105,2000000000001586,,,,Hays,621 W. San Antonio St.,San Marcos,08/26/1983 00:00:00,83004507,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083004507,"Exploration/Settlement, Architecture","A (historic events), C (design/architecture)","Greek Revival, Italianate",1850-1874,B,"Building  ",Unknown,Historic Resources of San Marcos,13,64000853,True,False,True
1587,13,"Rylander-Kyle House ",,105,2000000000001587,,,,Hays,711 W. San Antonio St.,San Marcos,08/26/1983 00:00:00,83004508,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083004508,"Architecture, Agriculture","C (design/architecture), B (significant persons)",Colonial Revival,1900-1924,B,"Building  ","Thomas,Roy L.; McBride,S. B.",Historic Resources of San Marcos,13,64000853,True,True,True
1588,13,"San Marcos Milling Company ",,105,2000000000001588,,,,Hays,Nicola Alley,San Marcos,12/01/1983 00:00:00,83003799,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083003799,Industry,A (historic events),,"1900-1924, 1925-1949",B,"Building  ",Unknown,Historic Resources of San Marcos,13,64000853,True,False,True
1589,13,"San Marcos Telephone Company ",,105,2000000000001589,,,,Hays,138 W. San Antonio St.,San Marcos,08/26/1983 00:00:00,83004509,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083004509,"Architecture, Communications","A (historic events), C (design/architecture)",Mission/Spanish Revival,1925-1949,B,"Building  ",Unknown,Historic Resources of San Marcos,13,64000853,True,False,True
1590,13,"Simon Building ",,105,2000000000001590,,,,Hays,124-126 W. Hopkins St.,San Marcos,08/26/1983 00:00:00,83004510,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083004510,"Commerce, Architecture",C (design/architecture),None Listed,"1900-1924, 1925-1949",B,"Building  ",Unknown,Historic Resources of San Marcos,13,64000853,True,False,True
1591,13,"Smith House ",,105,2000000000001591,,,,Hays,322 Scott St.,San Marcos,08/26/1983 00:00:00,83004511,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083004511,Architecture,C (design/architecture),Late Victorian,1875-1899,B,"Building  ","Smith,B.W.",Historic Resources of San Marcos,13,64000853,True,False,True
1592,13,"Williams-Tarbutton House ",,105,2000000000001592,,,,Hays,626 Lindsey St.,San Marcos,08/26/1983 00:00:00,83004512,Historic Resources of San Marcos,,False,1,Listed,,,07/01/1983 00:00:00,,True,False,False,2083004512,"Health/Medicine, Architecture","C (design/architecture), B (significant persons)",Prairie School,"1900-1924, 1925-1949",B,"Building  ","Ayres,Atlee B.; Davis,Oscar",Historic Resources of San Marcos,13,64000853,True,False,True
1593,,Faulk and Gauntt Building,,107,2000000000001593,,,,Henderson,217 N. Prairieville St.,Athens,06/09/1980 00:00:00,80004135,,,False,1,Listed,,,04/10/1980 00:00:00,,True,False,False,2080004135,Architecture,C (design/architecture),Late Victorian,1875-1899,B,"Building  ",Hawn Lumber Co.,,,,True,True,True
1594,35,"Border Theater ",,108,2000000000001594,,,,Hidalgo,905 North Conway Blvd.,Mission,08/28/1998 00:00:00,98001124,Historic and Architectural Resources of Mission,11/08/1997 00:00:00,False,1,Listed,,,07/21/1998 00:00:00,,True,False,False,2098001124,"Community Planning and Develpment, Entertainment/Recreation",A (historic events),"Pueblo, Other",1925-1949,B,"Building  ","Moore, William J.; Holliday, George",Historic and Architectural Resources of Mission,35,64500644,True,False,True
1595,,El Sal Del Rey Archeological District,,108,2000000000001595,,,,Hidalgo,Address Restricted,Linn,08/27/1979 00:00:00,79002977,,09/28/1978 00:00:00,False,1,Listed,,,02/09/1979 00:00:00,,False,True,False,2079002977,"Industry, Archeology - Prehistoric, Archeology - Historic-Aboriginal, Exploration/Settlement, Law","A (historic events), D (information potential/archeology",None Listed,1925-1949,D,"District  ",,,,,True,False,False
1596,,La Lomita Historic District,,108,2000000000001596,,,,Hidalgo,5 mi. S of Mission on FM 1016,Mission,05/28/1975 00:00:00,75002165,,03/06/1975 00:00:00,False,1,Listed,,,03/26/1975 00:00:00,,True,False,False,2075002165,"Transportation, Exploration/Settlement, Architecture, Religion","A (historic events), C (design/architecture)",Other,"1900-1924, 1875-1899",D,"District  ",Unknown,,,,True,True,False
1597,35,"Lomita Boulevard Commercial Historic District ",South Conway Commercial Historic District,108,2000000000001597,,,,Hidalgo,400 to 700 Blocks S. Conway Blvd.,Mission,09/18/1998 00:00:00,98001184,Historic and Architectural Resources of Mission,11/08/1997 00:00:00,False,1,Listed,,Date Notified:  Press release,08/07/1998 00:00:00,,True,False,False,2098001184,"Community Planning and Develpment, Commerce, Ethnic Heritage - Hispanic",A (historic events),"Other, Mission/Spanish Revival","1900-1924, 1925-1949",B,"Building  ",,Historic and Architectural Resources of Mission,35,64500644,True,False,False
1598,,Louisiana-Rio Grande Canal Company Irrigation System,,108,2000000000001598,,,,Hidalgo,S. 2nd St. at River Levee,Hidalgo,11/08/1995 00:00:00,95001284,,05/20/1995 00:00:00,False,1,Listed,,,10/02/1995 00:00:00,,True,False,False,2095001284,"Agriculture, Engineering, Social History, Architecture","A (historic events), C (design/architecture)",,"1900-1924, 1925-1949",B,"Building  ","Gore, E.B.; Driver, Robert",,,,True,True,False
1599,,"Miller, Sam and Marjorie, House",,108,2000000000001599,,,,Hidalgo,707 N. 15th St.,McAllen,07/09/1997 00:00:00,97000780,,02/08/1997 00:00:00,False,1,Listed,,,06/09/1997 00:00:00,,True,False,False,2097000780,"Architecture, Commerce","B (significant persons), C (design/architecture)",Tudor Revival,1925-1949,B,"Building  ","Biggers,Harry; Langley,Jack",,,,True,False,True
1600,,Old Hidalgo Courthouse and Buildings,,108,2000000000001600,,,,Hidalgo,Flora and 1st Sts.,Hidalgo,02/01/1980 00:00:00,80004136,,01/21/1976 00:00:00,False,1,Listed,,,08/20/1979 00:00:00,,False,True,False,2080004136,"Commerce, Exploration/Settlement, Politics/Government, Architecture","A (historic events), C (design/architecture)",None Listed,1875-1899,B,"Building  ","Rios,Juan",,,,True,False,False
1601,,Old Hidalgo School,,108,2000000000001601,,,,Hidalgo,Flora and 4th Sts.,Hidalgo,10/24/1979 00:00:00,79002976,,01/21/1976 00:00:00,False,1,Listed,,,08/20/1979 00:00:00,,True,False,False,2079002976,"Education, Architecture","A (historic events), C (design/architecture)",None Listed,1900-1924,B,"Building  ",Unknown,,,,True,True,True
1602,,Rancho Toluca,,108,2000000000001602,,,,Hidalgo,FM 1015,Progreso,07/21/1983 00:00:00,83004513,,07/25/1980 00:00:00,False,1,Listed,,"Submitted to the NPS on 11/21/80, nomination was returned and resubmitted on 6/9/83.",06/09/1983 00:00:00,,True,False,False,2083004513,"Military, Education, Exploration/Settlement, Architecture, Agriculture","A (historic events), B (significant persons)","Late Gothic Revival, Italianate","1900-1924, 1875-1899",B,"Building  ",,,,,True,True,False
1603,,"Baker, J. T., Farmstead",,109,2000000000001603,,,,Hill,1.2 mi. N of Blum between TX 174 and the Nolan R.,Blum,03/17/1992 00:00:00,92000138,,03/02/1991 00:00:00,False,1,Listed,,,02/06/1992 00:00:00,,True,False,False,2092000138,Architecture,"C (design/architecture), D (information potential/archeology",None Listed,"1900-1924, 1875-1899, 1925-1949",B,"Building  ",Unknown,,,,True,True,False
1604,,Bear Creek Shelter Site,,109,2000000000001604,,,,Hill,Address Restricted,Huron,10/19/1978 00:00:00,78002955,,01/21/1976 00:00:00,False,1,Listed,,,02/26/1976 00:00:00,,True,False,False,2078002955,Archeology - Prehistoric,D (information potential/archeology,None Listed,,S,"Site      ",,,,,True,True,False
1605,,Buzzard Cave,,109,2000000000001605,,,,Hill,Address Restricted,Lake Whitney,07/18/1974 00:00:00,74002270,,,False,1,Listed,,,02/20/1973 00:00:00,,False,True,False,2074002270,Archeology - Prehistoric,D (information potential/archeology,,,S,"Site      ",,,,,True,True,False
1606,10,"Farmers National Bank ",,109,2000000000001606,,,,Hill,68 W. Elm St.,Hillsboro,03/30/1984 00:00:00,84001871,"Historic Resources of Hillsboro ",07/30/1983 00:00:00,False,1,Listed,,,02/08/1994 00:00:00,,True,False,False,2084001871,"Commerce, Architecture","A (historic events), C (design/architecture)",Classical Revival,"1900-1924, 1875-1899",B,"Building  ",Unknown,"Historic Resources of Hillsboro ",10,64000846,True,True,True
1607,10,"Gebhardt Bakery ",,109,2000000000001607,,,,Hill,119 E. Franklin St.,Hillsboro,03/30/1984 00:00:00,84001873,"Historic Resources of Hillsboro ",07/30/1983 00:00:00,False,1,Listed,,,02/08/1984 00:00:00,,True,False,False,2084001873,"Commerce, Architecture","A (historic events), C (design/architecture)",,1900-1924,B,"Building  ",Unknown,"Historic Resources of Hillsboro ",10,64000846,True,True,True
1608,10,"Grimes Garage ",,109,2000000000001608,,,,Hill,110 N. Waco St.,Hillsboro,03/30/1984 00:00:00,84001875,"Historic Resources of Hillsboro ",07/30/1983 00:00:00,False,1,Listed,,,02/08/1984 00:00:00,,True,False,False,2084001875,"Commerce, Transportation, Architecture","A (historic events), C (design/architecture)",,1900-1924,B,"Building  ",Unknown,"Historic Resources of Hillsboro ",10,64000846,True,True,True
